Text_Name	Text_Type	Year	Left	Drittletztes_Wort	Vorletztes_Wort	LetztesWort	Key	Right	Compound	Lemma	Base_Verb	Period	Century	Determiner	Prep_V_ung	Adj	Genitive	Prefix	Syntagma
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: d seiner schaffenden Kraft , mit der	0	mit	der	Ausdehnung	 des/d Spielraums/Spielraum derselben/dieselbe ,/, und/und den/d Inter		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..	b			post	aus	
text_name blumenbach_physiologie_1795	text_texttype Wissenschaft	1795	: enn alle andere Ursachen , z. B. die	z.	B.	die	Ausdehnung	 der/d Gebährmutter/Gebärmutter u./u. s./s. w./W. die/d man/man für		Ausdehnung	ausdehnen	17(5|6|7|8|9).	17..	b			post	aus	
text_name falke_trachten01_1858	text_texttype Gebrauchsliteratur	1858	: n , zeigt am beſten die Art und die	Art	und	die	Ausdehnung	 ,/, in/in welcher/welche ſie/sie unter/unter die/d Geiſtlichen/Geis		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	b				aus	
text_name semmelweis_kindbettfieber_1861	text_texttype Wissenschaft	1861	: se im Gebärhause sind , in dieser	0	in	dieser	Ausdehnung	 mit/mit andern/ander Gegenständen/Gegenstand ,/, durch/durch welche/		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	dies				aus	
text_name daguerre_daguerrereotyp_1839	text_texttype Gebrauchsliteratur	1839	: rfläche der Platte auf ihrer ganzen	auf	ihrer	ganzen	Ausdehnung	 gleichförmig/gleichförmig wie/wie mit/mit einem/eine leichten/leich		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..	gen		ganz	pre	aus	
text_name humboldt_kosmos02_1847	text_texttype Wissenschaft	1847	: e zu durchlaufende Feld eine größere	Feld	eine	größere	Ausdehnung	 gewinnt/gewinnen ,/, daß/daß es/es von/von einem/eine Gesichtskreis		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..	u		groß		aus	
text_name humboldt_kosmos02_1847	text_texttype Wissenschaft	1847	: ie begünstigen konnte , welche ihre	0	welche	ihre	Ausdehnung	 und/und ihre/ihr Lage/Lage zu/zu unabhängigen/unabhängig ,/, in/in 		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..	gen			pre	aus	
text_name hasak_predigtkirche_1893	text_texttype Gebrauchsliteratur	1893	: farrkirchen des Mittelalters in ihrer	Mittelalters	in	ihrer	Ausdehnung	 wenig/wenig oder/oder gar/gar nicht/nicht von/von ihren/ihr protestan		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	gen			pre	aus	
text_name dubois_naturerkennen_1872	text_texttype Wissenschaft	1872	: a der Geist als unkörperlich keine	als	unkörperlich	keine	Ausdehnung	 habe/haben ,/, nur/nur in/in Einem/eine Punkte/Punkt ,/, nämlich/nä		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	other				aus	
text_name pfizer_einheit_1849	text_texttype Gebrauchsliteratur	1849	: inn der Centralität , in möglichſter	0	in	möglichſter	Ausdehnung	 ,/, zu/zu retten/retten ./. Oeſtreich/Österreich will/wollen in/in 		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..		in	möglich		aus	
text_name pfizer_einheit_1849	text_texttype Gebrauchsliteratur	1849	: r Zahl ſeiner Unterthanen und ſeiner	Unterthanen	und	ſeiner	Länderausdehnung	 nach/nach ,/, Preußen/Preuße ums/ums doppelte/doppelt überlegen/ü	y	Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..	gen			pre	aus	
text_name hegel_logik0101_1812	text_texttype Wissenschaft	1812	: en . Raum , Zeit u. ſ. f. ſind	ſ.	f.	ſind	Ausdehnungen	 ,/, Vielheiten/Vielheit ,/, die/die ein/eine Auſſer-ſich-gehen/Aus		Ausdehnung	ausdehnen	18(0|1|2|3|4).	18..					aus	
text_name dubois_naturerkennen_1872	text_texttype Wissenschaft	1872	:  wäre , auf deren unermesslicher	auf	deren	unermesslicher	Ausdehnung	 ,/, Mannigfaltigkeit/Mannigfaltigkeit und/und Verwickelung/Verwickelu		Ausdehnung	ausdehnen	18(5|6|7|8|9).	18..	gen		unermesslich	pre	aus	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: ermaschine , umſpült den Kolben k in der	k	in	der	Ausdrehung	 e1/E1 und/und gelangt/gelangen durch/durch eine/eine Durchbohrung/Dur		Ausdrehung	ausdrehen	18(5|6|7|8|9).	18..	b				aus	
text_name bose_electricitaet_1744	text_texttype Wissenschaft	1744	:  ſelbſt . Wort , Reim , Gedancken ,	0	Gedancken	0	Ausdruͤckungen	 ,/, und/und alles/alle gebe/geben ich/ich Jhnen/sie Preiß/Preis ./. 		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..					aus	
text_name philippi_reimschmiedekunst_1743	text_texttype Gebrauchsliteratur	1743	: uben , zu toben , und treibet die	und	treibet	die	Ausdruͤckungen	 unangenehmer/unangenehm Empfindungen/Empfindung aufs/aufs hoͤchſte/		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	b			post	aus	
text_name bodmer_sammlung04_1742	text_texttype Belletristik	1742	: stehen , wie betreten , iſt nun meine	iſt	nun	meine	Ausdruͤkung	 noch/noch gut/gut Deutſch/Deutsch ,/, weil/weil die/d Redensart/Rede		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	gen			pre	aus	
text_name bodmer_sammlung03_1742	text_texttype Belletristik	1742	: nst duͤnckt mich , daß Rubens ſeine	daß	Rubens	ſeine	Ausdruͤkung	 dem/d Hrn./Hrn. von/von Beſſer/gut abgeborget/abborgen ,/, der/die 		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	gen			pre	aus	
text_name bodmer_sammlung04_1742	text_texttype Belletristik	1742	: hen . Zugeſchweigen , daß ſolche	0	daß	ſolche	Ausdruͤckungen	 ,/, die/die dem/d Nachdenken/Nachdenken die/d geringſte/gering Arbei		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	solch				aus	
text_name euler_rechenkunst01_1738	text_texttype Wissenschaft	1738	: etzen wird , und heiſſt eine ſolche	heiſſt	eine	ſolche	Ausdruͤckung	 eine/eine gantze/ganz Zahl/Zahl nebſt/nebst einem/eine Bruch/Bruch .		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	solch				aus	
text_name bodmer_sammlung03_1742	text_texttype Belletristik	1742	: olger unnatuͤrlicher Gedancken und	unnatuͤrlicher	Gedancken	und	Ausdruͤckungen	 dencken/denken ſoll/sollen ?/? Jch/ich enthalte/enthalten mich/ich a		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..					aus	
text_name bodmer_sammlung09_1743	text_texttype Belletristik	1743	: ſche von Fehlern , alle verkehrten	0	alle	verkehrten	Ausdruͤckungen	 ,/, und/und regelloſen/regellos Abweichungen/Abweichung ſowohl/sowo		Ausdrückung	ausdrücken	17(0|1|2|3|4).	17..	other		verkehrt		aus	
text_name fontane_kinderjahre_1894	text_texttype Belletristik	1894	: oweniger machten seine strengen	machten	seine	strengen	Auseinandersetzungen	 nicht/nicht den/d geringsten/gering Eindruck/Eindruck auf/auf sie/sie		Auseinandersetzung	auseinandersetzen	18(5|6|7|8|9).	18..	gen		streng	pre		ja
text_name spielhagen_problematische04_1861	text_texttype Belletristik	1861	: omme , und ich ſo aller unnöthigen	ſo	aller	unnöthigen	Auseinanderſetzungen	 überhoben/überheben bin/sein ./. “/" In/in wenigen/wenige Minuten		Auseinandersetzung	auseinandersetzen	18(5|6|7|8|9).	18..	other		unnötig			ja
text_name bacmeister_predigt_1614	text_texttype Gebrauchsliteratur	1614	:   vnd ſein vermeindtlich habende	ſein	vermeindtlich	habende	Auſodderung	 nimmermehr/nimmermehr erhalten/erhalten :/: ſondern/sondern ſolche/		Ausfodderung	ausfoddern	16(0|1|2|3|4).	16..	gen		habend	pre	aus	
text_name bacmeister_predigt_1614	text_texttype Gebrauchsliteratur	1614	: rn wegen jemanden einen Kampff oder	einen	Kampff	oder	Außfodderung	 /// anzeigen/anzeigen /// oder/oder auch/auch Schmachwort/Schmachwort		Ausfodderung	ausfoddern	16(0|1|2|3|4).	16..	u				aus	
text_name vischer_aesthetik030204_1857	text_texttype Wissenschaft	1857	: e zu machen . Melodie in der Muſik ,	der	Muſik	0	Ausführung	 in/in der/d Poeſie/Poesie ,/, Muſik/Musik im/im muſikaliſchen/mus		Ausführung	ausführen	18(5|6|7|8|9).	18..					aus	
text_name curtius_sprachforschung_1885	text_texttype Wissenschaft	1885	: ie wie jedes Commando augenblickliche	jedes	Commando	augenblickliche	Ausführung	 heischen/heischen ./. Die/d entsprechenden/entsprechend lateinischen/		Ausführung	ausführen	18(5|6|7|8|9).	18..			augenblicklich		aus	
text_name vischer_aesthetik030204_1857	text_texttype Wissenschaft	1857	: zug auf die Oper behauptet , die breite	0	die	breite	Ausführung	 an/an dem/d Widerſpruch/Widerspruch leide/leiden ,/, das/die was/wer		Ausführung	ausführen	18(5|6|7|8|9).	18..			breit		aus	
text_name bodmer_sammlung02_1741	text_texttype Belletristik	1741	: , lieber im Werke ſelbſt und in der	und	in	der	Ausfuͤhrung	 anwenden/anwenden ,/, als/als in/in einem/eine Kunſtbuche/Kunstbuche		Ausführung	ausführen	17(0|1|2|3|4).	17..	b				aus	
text_name buechner_werke_1879	text_texttype Belletristik	1879	: nem ſelbſtſtändigen Werke . An der	.	An	der	Ausführung	 dieſes/diese Planes/Plan hinderte/hindern ihn/er zunächſt/zunächs		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: che man ſich gemacht hat , in der	0	in	der	Ausfuͤhrung	 treu/treu zu/zu bleiben/bleiben ./. Auf/auf dieſe/diese Schwierigkei		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	:  was uͤberhaupt den Menſchen bei der	Menſchen	bei	der	Ausfuͤhrung	 großer/groß Dinge/Ding leicht/leicht antritt/antreten ,/, bemaͤcht		Ausführung	ausführen	18(0|1|2|3|4).	18..	b			post	aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: chtet daß wenn ſie waͤhrend der	ſie	waͤhrend	der	Ausfuͤhrung	 eintreten/eintreten ,/, man/man nicht/nicht gleich/gleich zu/zu Grund		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: ch und leicht ſcheint , wird in der	wird	in	der	Ausfuͤhrung	 oft/oft ſchwer/schwer und/und unmoͤglich/unmöglich ./. Iſt/sein n		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: schaulich Vorſtellungen welche man in der	man	in	der	Ausfuͤhrung	 erhaͤlt/erhalten ,/, ſind/sein lebendiger/lebendig als/als die/d we		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: n . Bei dieſer Schwierigkeit der	dieſer	Schwierigkeit	der	Ausfuͤhrung	 kommt/kommen es/es alſo/also auf/auf die/d Sicherheit/Sicherheit und		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name clausewitz_krieg03_1834	text_texttype Wissenschaft	1834	: �rfen , feſt und beharrlich in der	beharrlich	in	der	Ausfuͤhrung	 ,/, entſchloſſen/entschließen einen/eine glorreichen/glorreich Un		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name hobrecht_polytechnikum_1878	text_texttype Gebrauchsliteratur	1878	: fen , wie er auch durch die Mängel der	die	Mängel	der	Ausführung	 getrübt/trüben sein/sein mag/mögen ,/, als/als der/d Charakter/Cha		Ausführung	ausführen	18(5|6|7|8|9).	18..	b				aus	
text_name pfizer_einheit_1849	text_texttype Gebrauchsliteratur	1849	: len hat , welcher die Möglichkeit der	die	Möglichkeit	der	Ausführung	 ſelbſt/selbst von/von den/d Gegnern/Gegner nicht/nicht ſchlechthin		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: theilung derſelben und Leitung der	und	Leitung	der	Bau-Ausführung	 unterſcheiden/unterscheiden müſſen/müssen und/und hat/haben ſic	y	Ausführung	ausführen	18(5|6|7|8|9).	18..	b				aus	
text_name birken_gespraechspiel_1665	text_texttype Belletristik	1665	: herrlich Familien  ſonder fernere deſſen	ſonder	fernere	deſſen	Ausfuͤhrung	 /// daß/daß ſie/sie mehrernteils/mehrenteils mit/mit unſerm/unser		Ausführung	ausführen	16(5|6|7|8|9).	16..	gen			pre	aus	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: eb- und Steuerapparat . Wennſchon die	.	Wennſchon	die	Ausführung	 eines/eine Torpedos/Torpedo nicht/nicht leicht/leicht iſt/sein ,/, �		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name goethe_wahlverw01_1809	text_texttype Belletristik	1809	: ihr Anlagen nicht zufrieden . Wenn die	.	Wenn	die	Ausfuͤhrung	 den/d Gedanken/Gedanke erſchoͤpfte/erschöpfen ,/, der/die ſehr/se		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name mutach_underricht_1709	text_texttype Wissenschaft	1709	: rdurch die Sachen beygelegt  und die	beygelegt	und	die	Außfuͤhrung	 durch/durch den/d Lauff/Lauf deß/d Rechtens/rechtens /// als/als meh		Ausführung	ausführen	17(0|1|2|3|4).	17..	b				aus	
text_name philippi_reimschmiedekunst_1743	text_texttype Gebrauchsliteratur	1743	: es jeden Lebenslauf zugleich in die	zugleich	in	die	Ausfuͤhrung	 eines/eine moraliſchen/moralisch Thematis/Thematis mit/mit hineinbra		Ausführung	ausführen	17(0|1|2|3|4).	17..	b			post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: urch die Art und Weiſe , in welcher die	in	welcher	die	Ausführung	 der/d bezgl./bezgl. Entwürfe/Entwurf erfolgt/erfolgen ./. Die/d letz		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: rs charakteriſtiſch iſt das auf die	das	auf	die	Ausführung	 neuer/neu Kirchen/Kirche bezgl./Bezgl. Z.-R./Z.-R. vom/vom 31./31. M�		Ausführung	ausführen	18(5|6|7|8|9).	18..	b				aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: r verwendet werden müſſen . — Die	.	—	Die	Ausführung	 der/d Bauten/Bau wird/werden ins/ins Endloſe/Endelos verſchleppt/v		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: gen amtlichen Organiſation — die	Organiſation	—	die	Hochbau-Ausführungen	 des/d preußiſchen/preußisch Staates/Staat fortan/fortan in/in kün	y	Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: en zu entſcheiden haben , ob die	0	ob	die	Ausführung	 eines/eine aus/aus der/d Konkurrenz/Konkurrenz hervorgegangenen/hervo		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name schauberg_freimaurerei03_1863	text_texttype Gebrauchsliteratur	1863	:  ebenso das Unternehmen und die	Unternehmen	und	die	Ausführung	 grösserer/groß Kunstwerke/Kunstwerk ,/, wozu/wozu es/es vereinter/v		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name schurz_studentencongress_1848	text_texttype Gebrauchsliteratur	1848	: ewalt habe , mit welcher er die	welcher	er	die	Ausführung	 befördern/befördern könne/können ./. Auch/auch dieser/diese Einwu		Ausführung	ausführen	18(0|1|2|3|4).	18..	b				aus	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	:  in denen er verurtheilt wird , die	wird	0	die	Ausführung	 ſeiner/seine Rechte/Rechte vorzubehalten/vorzubehalten ./. Enthält/		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	: hen . §. 563 . Wird dem Beklagten die	dem	Beklagten	die	Ausführung	 ſeiner/seine Rechte/Rechte vorbehalten/vorbehalten ,/, ſo/so bleibt		Ausführung	ausführen	18(5|6|7|8|9).	18..	b			post	aus	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: eden Ausführungen giebt . Eine dieſer	.	Eine	dieſer	Ausführungen	 wird/werden ſpäter/spät beſchrieben/beschreiben werden/werden ./.		Ausführung	ausführen	18(5|6|7|8|9).	18..	dies				aus	
text_name mutach_underricht_1709	text_texttype Wissenschaft	1709	:  Gericht iſt eine Geſatzmaͤſſige	iſt	eine	Geſatzmaͤſſige	Außfuͤhrung	 einer/eine ſtreitigen/streitig Sach/Sache zwuͤſchen/zwischen denen		Ausführung	ausführen	17(0|1|2|3|4).	17..	u		gesetzmäßig	post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: �er ausfallen , die Koſten ihrer	die	Koſten	ihrer	Ausführung	 ſich/sich alſo/also verringern/verringern würden/werden ./. Als/al		Ausführung	ausführen	18(5|6|7|8|9).	18..	gen			pre	aus	
text_name ideler_wahnsinn_1847	text_texttype Wissenschaft	1847	: ganz Familie zu vereinigen , nicht in	0	nicht	in	Ausfuͤhrung	 gebracht/bringen werden/werden konnte/können ./. Zu/zu dieſem/diese		Ausführung	ausführen	18(0|1|2|3|4).	18..					aus	
text_name bodmer_sammlung07_1743	text_texttype Belletristik	1743	: meriſch ſo wohl in der maleriſchen	in	der	maleriſchen	Ausfuͤhrung	 ,/, als/als in/in der/d Verknuͤpfung/Verknüpfung verſchiedener/ver		Ausführung	ausführen	17(0|1|2|3|4).	17..	b		malerisch		aus	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	:  gehört , und bey der , nach meiner	0	nach	meiner	Ausführung	 im/im zweyten/zweit Theile/Teil dieses/diese Werks/Werk ,/, so/so lei		Ausführung	ausführen	17(5|6|7|8|9).	17..	gen			pre	aus	
text_name mueller_festigkeitslehre_1886	text_texttype Wissenschaft	1886	: Wirklichkeit nicht auf , so hat man nach	hat	man	nach	Ausführung	 der/d Differentiation/Differentiation 𝔐m/M =/= 0/0 zu/zu setzen/se		Ausführung	ausführen	18(5|6|7|8|9).	18..		nach		post	aus	
text_name mueller_festigkeitslehre_1886	text_texttype Wissenschaft	1886	:  wegen [Formel] und [Formel] , nach	[Formel]	0	nach	Ausführung	 der/d Integrationen/Integration über/über in/in [Formel]/[formel] u		Ausführung	ausführen	18(5|6|7|8|9).	18..		nach		post	aus	
text_name vischer_aesthetik030204_1857	text_texttype Wissenschaft	1857	: le findet ſtrophen- oder rondoartige	ſtrophen-	oder	rondoartige	Ausführung	 ,/, Wiederholung/Wiederholung ,/, Entwicklung/Entwicklung der/d Gedan		Ausführung	ausführen	18(5|6|7|8|9).	18..					aus	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: ein ? S. 50 . — VI. Eine ſcheinbare	VI.	Eine	ſcheinbare	Ausfuͤhrung	 erſchien/erscheinen dawider/dawider ;/; S./S. 52/52 ./. —/-- VII./		Ausführung	ausführen	17(5|6|7|8|9).	17..	u		scheinbar		aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: at eine derartige Herſtellung ſeiner	derartige	Herſtellung	ſeiner	Hochbau-Ausführungen	 gewähren/gewähren würde/werden ./. Durch/durch den/d Vertrag/Vertr	y	Ausführung	ausführen	18(5|6|7|8|9).	18..	gen			pre	aus	
text_name grimm_odenwald_1843	text_texttype Gebrauchsliteratur	1843	: den Gesichter und die sorgfältige	und	die	sorgfältige	Ausführung	 der/d Arbeit/Arbeit aus/aus ./. Am/am auffallendsten/auffallend ist/s		Ausführung	ausführen	18(0|1|2|3|4).	18..	b		sorgfältig	post	aus	
text_name sandrart_academie0103_1675	text_texttype Wissenschaft	1675	: Marienbild  eine überaus traurige	eine	überaus	traurige	Ausführung	 Christi/Christi /// die/d wolgebildete/wohlgebildet drey/Drey heilige		Ausführung	ausführen	16(5|6|7|8|9).	16..	u		traurig	post	aus	
text_name francois_reckenburgerin01_1871	text_texttype Belletristik	1871	: mündlich Vermittelung der Anordnungen und	der	Anordnungen	und	Ausführungen	 zwiſchen/zwischen Thurm/Turm und/und Flur/Flur :/: das/die iſt/sein		Ausführung	ausführen	18(5|6|7|8|9).	18..	b				aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: zum Entwurf , theils zu Entwurf und	zu	Entwurf	und	Ausführung	 öffentlicher/öffentlich Gebäude/Gebäude —/-- darunter/darunter 		Ausführung	ausführen	18(5|6|7|8|9).	18..		zu		post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: besprechen werden , während Entwurf und	während	Entwurf	und	Ausführung	 ,/, die/die bei/bei rationellem/rationell Verfahren/Verfahren in/in d		Ausführung	ausführen	18(5|6|7|8|9).	18..					aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: uf gerichtet , wem fortan Entwurf und	fortan	Entwurf	und	Ausführung	 der/d monumentalen/monumental Bauten/Bau des/d Staates/Staat übertra		Ausführung	ausführen	18(5|6|7|8|9).	18..				post	aus	
text_name raschdorff_hochbau_1880	text_texttype Gebrauchsliteratur	1880	: jede einzelnen Falle über Entwurf und	über	Entwurf	und	Ausführung	 des/d Baues/Bau abſchließen/abschließen würde/werden und/und für		Ausführung	ausführen	18(5|6|7|8|9).	18..				post	aus	
text_name wienbarg_feldzuege_1834	text_texttype Wissenschaft	1834	:  keiner beſondern Erwaͤhnung und	beſondern	Erwaͤhnung	und	Ausfuͤhrung	 ,/, daß/daß fuͤr/für die/d Kunſt/Kunst das/d Ueberſchwaͤnglich		Ausführung	ausführen	18(0|1|2|3|4).	18..	kein				aus	
text_name curtius_sprachforschung_1885	text_texttype Wissenschaft	1885	:  auf alles eher als auf unmittelbare	als	auf	unmittelbare	Ausführung	 berechnet/berechnen ./. Zu/zu dieser/diese Beziehung/Beziehung auf/au		Ausführung	ausführen	18(5|6|7|8|9).	18..			unmittelbar		aus	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: schinenarretierung , von der es verſchiedene	der	es	verſchiedene	Ausführungen	 giebt/geben ./. Eine/eine dieſer/diese Ausführungen/Ausführung wir		Ausführung	ausführen	18(5|6|7|8|9).	18..					aus	
text_name schauberg_freimaurerei03_1863	text_texttype Gebrauchsliteratur	1863	: etzordnung vom Jahr 1563 . Die vorgehenden	.	Die	vorgehenden	Ausführungen	 weisen/weisen zugleich/zugleich die/d Richtigkeit/Richtigkeit der/d A		Ausführung	ausführen	18(5|6|7|8|9).	18..	b		vorgehend		aus	
