Text_Name	Text_Type	Year	Left	Drittletztes_Wort	Vorletztes_Wort	LetztesWort	Key	Right	Compound	Lemma	Base_Verb	Period	Century	Determiner	Prep_V_ung	Adj	Genitive	Prefix	Syntagma
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: in . Eines der allerwirkſamſten Mittel zu	allerwirkſamſten	Mittel	zu	Erhaltung	 der/d Manufacturen/Manufaktur und/und Fabriken/Fabrik des/d Landes/La		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: . Factoreyen in fremden Landen ſind zu	Landen	ſind	zu	Erhaltung	 blühender/blühend Manufacturen/Manufaktur ſehr/sehr nützlich/nüt		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: ieſes eines der vornehmſten Mittel zu	vornehmſten	Mittel	zu	Erhaltung	 der/d Landesmanufacturen/Landesmanufaktur ./. Denn/denn ſo/so bald/b		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: eförderung der Geſchicklichkeit , die zu	0	die	zu	Erhaltung	 der/d Manufacturen/Manufaktur und/und uͤberhaupt/überhaupt zum/zum 		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: urch Canäle und Häfen dienen ſehr zu	dienen	ſehr	zu	Erhaltung	 der/d Manufacturen/Manufaktur ./. Unter/unter die/d Maaßregeln/Maßr		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: nufaktur . Unter die Maaßregeln , die zu	0	die	zu	Erhaltung	 der/d Manufacturen/Manufaktur und/und Fabriken/Fabrik erfordert/erfor		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: ch eines der wirkſamſten Mittel zu	wirkſamſten	Mittel	zu	Erhaltung	 der/d Manufacturen/Manufaktur und/und Fabriken/Fabrik ./. Der/d Manuf		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: ichfalls ein gutes Hülfsmittel zu	gutes	Hülfsmittel	zu	Erhaltung	 der/d Manufacturen/Manufaktur ./. Wenn/wenn es/es zu/zu Erhaltung/Erh		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: tung der Manufacturen . Wenn es zu	Wenn	es	zu	Erhaltung	 der/d Manufacturen/Manufaktur gereichet/gereichen ,/, die/d Huͤlfsmi		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: iget . Allein dieſe Sache iſt zu	Sache	iſt	zu	Erhaltung	 dieſer/diese Nahrungsgeſchaͤfte/Nahrungsgeschäft ſo/so nothwendi		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: t auf weiſe und wirkſame Geſetze zu	wirkſame	Geſetze	zu	Erhaltung	 des/d Credits/Kredit bedacht/bedachen ſeyn/sein ;/; und/und dieſe/d		Erhaltung	erhalten	17(5|6|7|8|9).	17..		zu		post	er	
text_name wartmann_germania0203_1650	text_texttype Wissenschaft	1650	: hierzu vnd geben Gewalt vnd Recht  zu	vnd	Recht	zu	Erhaltung	 hierinnen/hierinnen einer/eine billigen/billig Gleichheit/Gleichheit 		Erhaltung	erhalten	16(5|6|7|8|9).	16..		zu		post	er	
text_name anthus_esskunst_1838	text_texttype Gebrauchsliteratur	1838	: bewegen , ſollen guten Wein trinken zur	Wein	trinken	zur	Erhaltung	 der/d Muskelkraft/Muskelkraft ;/; ſolche/solch aber/aber ,/, welche/		Erhaltung	erhalten	18(0|1|2|3|4).	18..	b			post	er	
text_name bodmer_sammlung03_1742	text_texttype Belletristik	1742	: d jenes einzele Individuum & c. zur	&	c.	zur	Erhaltung	 der/d Abſicht/Absicht Gottes/Gott ,/, das/d hoͤchſtmoͤgliche/höc		Erhaltung	erhalten	17(0|1|2|3|4).	17..	b			post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: d zu erhalten , iſt ein Mittel zur	ein	Mittel	zur	Erhaltung	 der/d Manufacturen/Manufaktur ./. Gute/gut Landſtraßen/Landstraße 		Erhaltung	erhalten	17(5|6|7|8|9).	17..	b			post	er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: n . Manufacturgerichte gereichen zur	Manufacturgerichte	gereichen	zur	Erhaltung	 der/d Manufacturen/Manufaktur ./. Endlich/endlich muß/müssen ich/ic		Erhaltung	erhalten	17(5|6|7|8|9).	17..	b			post	er	
text_name moeser_phantasien01_1775	text_texttype Gebrauchsliteratur	1775	: en in Italien und Frankreich zur	und	Frankreich	zur	Erhaltung	 der/d Stammguͤter/Stammgut thun/tun ,/, nur/nur einen/eine Sohn/Sohn		Erhaltung	erhalten	17(5|6|7|8|9).	17..	b			post	er	
text_name pufendorf_einleitung_1691	text_texttype Wissenschaft	1691	:  indem die buͤrgerlichen Geſetze zur	buͤrgerlichen	Geſetze	zur	Erhaltung	 guter/gut Zucht/Zucht und/und Ordnung/Ordnung hin/hin und/und wieder/		Erhaltung	erhalten	16(5|6|7|8|9).	16..	b			post	er	
text_name riemann_teichbau_1798	text_texttype Gebrauchsliteratur	1798	: en helfen , ſtatt dem Damme zur	dem	Damme	zur	Erhaltung	 zu/zu dienen/dienen ./. Man/man mache/machen daher/daher dieſe/diese		Erhaltung	erhalten	17(5|6|7|8|9).	17..	b				er	
text_name strauss_jesus02_1836	text_texttype Wissenschaft	1836	: t gerecht , wodurch zugleich alle	wodurch	zugleich	alle	Selbsterhebung	 ausgeschlossen/ausschließen ist/sein (/( Röm./Röm. 3/3 ,/, 31/31 f	y	Erhebung	erheben	18(0|1|2|3|4).	18..	alle				er	
text_name purtscheller_alpinismus_1894	text_texttype Wissenschaft	1894	: nder hohe Felsberge vereist . Beraste	vereist	.	Beraste	Erhebungen	 sind/sein im/im Winter/Winter oft/oft so/so fest/fest gefroren/gefrie		Erhebung	erheben	18(5|6|7|8|9).	18..			berast		er	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	: ndige Gericht . §. 548 . Auf die	.	Auf	die	Erhebung	 der/d Klagen/Klage und/und das/d weitere/weit Verfahren/Verfahren fin		Erhebung	erheben	18(5|6|7|8|9).	18..	b			post	er	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	: n werden . Das neue Vorbringen und die	Vorbringen	und	die	Erhebung	 einer/eine Widerklage/Widerklage iſt/sein von/von einem/eine Sühnev		Erhebung	erheben	18(5|6|7|8|9).	18..	b			post	er	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	: lage mit den erwähnten Klagen ſowie die	Klagen	ſowie	die	Erhebung	 einer/eine Widerklage/Widerklage anderer/ander Art/Art iſt/sein unſ		Erhebung	erheben	18(5|6|7|8|9).	18..	b			post	er	
text_name ramdohr_venus0301_1798	text_texttype Gebrauchsliteratur	1798	: enn sie war es allein , der man eine	der	man	eine	Erhebung	 über/über gröbere/grob körperliche/körperlich Triebe/Trieb zutra		Erhebung	erheben	17(5|6|7|8|9).	17..	u				er	
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: chtet haben , daß jede ernſtliche	daß	jede	ernſtliche	Erhebung	 unſerer/unsere Gedanken/Gedanke auf/auf große/groß Gegenſtaͤnde/		Erhebung	erheben	17(5|6|7|8|9).	17..			ernstlich		er	
text_name griesinger_psychische_1845	text_texttype Wissenschaft	1845	: ekannten Empfindungen von flugartiger	Empfindungen	von	flugartiger	Erhebung	 in/in die/d Luft/Luft ,/, von/von Herabgestürztwerden/Herabgestürzt		Erhebung	erheben	18(0|1|2|3|4).	18..					er	
text_name unknown_civilprozessordnung_1877	text_texttype Gebrauchsliteratur	1877	: etung keine Anwendung ; die Friſt für	die	Friſt	für	Erhebung	 der/d Klage/Klage läuft/laufen von/von dem/d Tage/Tag ,/, an/an welc		Erhebung	erheben	18(5|6|7|8|9).	18..					er	
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: die wir durch eine jede inbruͤnſtige	eine	jede	inbruͤnſtige	Erhebung	 unſers/unsere Herzens/Herz zu/zu Gott/Gott erlangen/erlangen ,/, da�		Erhebung	erheben	17(5|6|7|8|9).	17..	other		inbrünstig	post	er	
text_name moeser_phantasien02_1776	text_texttype Gebrauchsliteratur	1776	: den abſtatten , nach einer kleinen	nach	einer	kleinen	Lobeserhebung	 von/von ſeinem/seine Herrn/Herr ,/, verſchiedene/verschieden Beduͤ	y	Erhebung	erheben	17(5|6|7|8|9).	17..	u		klein		er	
text_name riemann_teichbau_1798	text_texttype Gebrauchsliteratur	1798	: ch auszulaufen . Dieſe Luͤftung oder	Dieſe	Luͤftung	oder	Erhebung	 des/d am/am Striegelbaume/Striegelbaum befindlichen/befindlich Zapfen		Erhebung	erheben	17(5|6|7|8|9).	17..	dies			post	er	
text_name humboldt_chinawaelder_1807	text_texttype Wissenschaft	1807	: fällig Botaniker , welche durch rasche	welche	durch	rasche	Erhebung	 von/von Varietäten/Varietät zu/zu Species/Species bewiesen/beweisen		Erhebung	erheben	18(0|1|2|3|4).	18..			rasch		er	
text_name brandes_naturlehre02_1831	text_texttype Gebrauchsliteratur	1831	:  lebhaften Bilde zugleich eine große	zugleich	eine	große	Erhitzung	 ,/, ein/eine Brennen/Brennen ,/, hervorbringen/hervorbringen ,/, find		Erhitzung	erhitzen	18(0|1|2|3|4).	18..	u		groß		er	
text_name daguerre_daguerrereotyp_1839	text_texttype Gebrauchsliteratur	1839	: erieren , ſo trägt man die Säure nach	die	Säure	nach	Erhitzung	 der/d Platte/Platte nur/nur zweimal/zweimal auf/auf ,/, wodurch/wodur		Erhitzung	erhitzen	18(0|1|2|3|4).	18..		nach		post	er	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: Verabredung ; — X. ohne daß auch	ohne	daß	auch	Standeserhoͤhungen	 wider/wider Willen/Willen der/d Stammsvettern/Stammsvettern dagegen/d	y	Erhöhung	erhöhen	17(5|6|7|8|9).	17..					er	
text_name friderici_musica_1619	text_texttype Wissenschaft	1619	: Transpoſition , daß iſt wegen der	iſt	wegen	der	erhoͤhung	 oder/oder ernidrigung/Erniedrigung des/d Geſanges/Gesang herkoͤmmet		Erhöhung	erhöhen	16(0|1|2|3|4).	16..	b				er	
text_name strauss_jesus02_1836	text_texttype Wissenschaft	1836	: on mit der Höllenfahrt , der Stand der	der	Stand	der	Erhöhung	 eintrat/eintreten ,/, welcher/welche mit/mit der/d sessio/sessio ad/a		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b				er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: lände im Ueberschwemmungs-Gebiet , der	Ueberschwemmungs-Gebiet	0	der	Erhöhung	 der/d Flußbette/Flußbett ./. Die/d Kiesbänke/Kiesbank und/und Kies		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b				er	
text_name justi_abhandlung01_1758	text_texttype Gebrauchsliteratur	1758	: Fabrik ſich ihrem Verfall naͤhern . Die	naͤhern	.	Die	Erhoͤhung	 des/d Jntreſſe/Interesse wird/werden nicht/nicht allein/allein die/		Erhöhung	erhöhen	17(5|6|7|8|9).	17..	b			post	er	
text_name krafft_landwirthschaft03_1876	text_texttype Wissenschaft	1876	:  die Vervollkommnung der Thiere und die	Thiere	und	die	Erhöhung	 ihrer/ihr Leiſtungsfähigkeit/Leistungsfähigkeit ./. Sie/sie ſucht		Erhöhung	erhöhen	18(5|6|7|8|9).	18..	b			post	er	
text_name mueller_festigkeitslehre_1886	text_texttype Wissenschaft	1886	: X  = 1 , ..... bedeuten . Ist die	.	Ist	die	Temperaturerhöhung	 für/für alle/alle Punkte/Punkt eines/eine Stabquerschnittes/Stabque	y	Erhöhung	erhöhen	18(5|6|7|8|9).	18..	b				er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: gen die Verlandung der Nebenarme und die	Nebenarme	und	die	Erhöhung	 des/d Geländes/Gelände im/im Ueberschwemmungs-Gebiet/Überschwemmun		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: pig Vegetation auf ihnen erfolgt . Die	erfolgt	.	Die	Erhöhung	 der/d Flußbette/Flußbett und/und die/d der/d Ufergelände/Ufergelä		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	:  Die Verlandung der Flußarme und die	Flußarme	und	die	Erhöhung	 des/d Geländes/Gelände in/in den/d Flußniederungen/Flußniederung 		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: lich werden sie dadurch , daß sie die	daß	sie	die	Erhöhung	 der/d Flußniederungen/Flußniederung und/und die/d Verlandung/Verlan		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	:  die Verlandungen der Flußarme und die	Flußarme	und	die	Erhöhungen	 der/d Sümpfe/Sumpf in/in Flußniederungen/Flußniederung ,/, haben/h		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: rch unrichtige Cultur-Operationen , die	Cultur-Operationen	0	die	Erhöhung	 der/d Niederungen/Niederung eines/eine Flusses/Fluß nicht/nicht nur/		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: An vielen kleinen Flüssen nöthigt die	Flüssen	nöthigt	die	Erhöhung	 der/d Thalgründe/Talgrund ,/, zur/zur Erhöhung/Erhöhung der/d Stra		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name sander_beschreibung01_1783	text_texttype Gebrauchsliteratur	1783	:  daß ſie allen Unflath unter dieſe	Unflath	unter	dieſe	Erhoͤhung	 in/in eine/eine Rinne/Rinne fallen/fallen laſſen/lassen ,/, wodurch		Erhöhung	erhöhen	17(5|6|7|8|9).	17..	dies				er	
text_name wartmann_germania05_1653	text_texttype Wissenschaft	1653	: ſie es meritiren . Wann nun dieſe	Wann	nun	dieſe	Erhoͤhung	 rechtmaſſig/rechtmassig iſt/sein /// vnd/und die/d Wahl/Wahl /// �		Erhöhung	erhöhen	16(5|6|7|8|9).	16..	dies				er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: hunderte und so lange , wie durch	0	wie	durch	Erhöhungen	 ihres/ihr Betts/Bett ein/eine zur/zur Fortschaffung/Fortschaffung der		Erhöhung	erhöhen	18(0|1|2|3|4).	18..		durch		post	er	
text_name sander_beschreibung01_1783	text_texttype Gebrauchsliteratur	1783	: n Boden . Die Kuͤhe ſtehen auf einer	ſtehen	auf	einer	Erhoͤhung	 von/von Balken/Balken ,/, und/und werden/werden ſo/so gewoͤhnt/gew�		Erhöhung	erhöhen	17(5|6|7|8|9).	17..	u				er	
text_name pfizer_einheit_1849	text_texttype Gebrauchsliteratur	1849	: er Zolleinnahmen nothwendig gemachten	Zolleinnahmen	nothwendig	gemachten	Steuererhöhungen	 einträten/eintreten ?/? Soll/sollen ſich/sich aber/aber Württember	y	Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b		gemacht		er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: ng derselben eine gleichmäßige	derselben	eine	gleichmäßige	Erhöhung	 der/d Ufergelände/Ufergelände erfordert/erfordern ,/, muß/müssen 		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	u		gleichmäßig		er	
text_name puetter_staatsverfassung03_1787	text_texttype Wissenschaft	1787	: S. 35. — VIII . Durch kaiſerliche	.	Durch	kaiſerliche	Standeserhoͤhungen	 wurden/werden verſchiedene/verschieden neue/neu Fuͤrſten/Fürst ge	y	Erhöhung	erhöhen	17(5|6|7|8|9).	17..			kaiserlich		er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	:  Flußbette , eine eben so schnelle	eben	so	schnelle	Erhöhung	 der/d Flußniederungen/Flußniederung ,/, ohne/ohne zu/zu viele/viel 		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	u		schnell		er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: e Erfahrungen würde sich eine solche	sich	eine	solche	Erhöhung	 ,/, aus/aus der/d Abnahme/Abnahme des/d Gefälles/Gefälle und/und de		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	solch				er	
text_name achenwall_staatswissenschaft_1749	text_texttype Wissenschaft	1749	: uer Bedienungen , die Umpraͤgung und	die	Umpraͤgung	und	Erhoͤhung	 der/d Muͤnze/Münze ,/, der/d Zehende/Zehnte aller/alle Einkuͤnfte/		Erhöhung	erhöhen	17(0|1|2|3|4).	17..	b			post	er	
text_name oberwinder_buschoff_1892	text_texttype Gebrauchsliteratur	1892	:  wir nicht ohne zwingenden Grund zur	zwingenden	Grund	zur	Erhöhung	 der/d ohnedies/ohnedies schon/schon bedenklichen/bedenklich Aufregung		Erhöhung	erhöhen	18(5|6|7|8|9).	18..	b			post	er	
text_name tulla_rhein_1822	text_texttype Gebrauchsliteratur	1822	: tigen die Erhöhung der Thalgründe , zur	Thalgründe	0	zur	Erhöhung	 der/d Straßen/Straße und/und Brücken/Brücke und/und wenn/wenn nic		Erhöhung	erhöhen	18(0|1|2|3|4).	18..	b			post	er	
text_name goethe_wahlverw01_1809	text_texttype Belletristik	1809	: nde nach ; meinem Pferde mag die	Pferde	mag	die	Erhohlung	 zu/zu gut/gut kommen/kommen ./. Bald/bald fanden/finden ſich/sich di		Erholung	erholen	18(0|1|2|3|4).	18..	b				er	
text_name francois_reckenburgerin01_1871	text_texttype Belletristik	1871	:  mir heute noch eine gar leidige	eine	gar	leidige	Erholung	 dünken/dünken ./. Aber/aber ſo/so ungebunden/ungebinden ſchweifen		Erholung	erholen	18(5|6|7|8|9).	18..	u		leidig		er	
text_name moerike_nolten01_1832	text_texttype Belletristik	1832	: r 17** auf den Rath der Aerzte , ſeiner	Aerzte	0	ſeiner	Erholung	 wegen/wegen ,/, einen/eine Freund/Freund in/in Böhmen/Böhme zu/zu b		Erholung	erholen	18(0|1|2|3|4).	18..	gen			pre	er	
text_name gercke_torpedowaffe_1898	text_texttype Gebrauchsliteratur	1898	: dobooten Gelegenheit zur Ruhe und	zur	Ruhe	und	Erholung	 geben/geben kann/können ./. Trotzdem/trotzdem alſo/also der/d Torpe		Erholung	erholen	18(5|6|7|8|9).	18..	b				er	
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: ndes mache ! Denn warum ſol die	warum	ſol	die	Erhoͤrung	 unſers/unsere Gebeths/Gebet denn/denn grad/gerade ein/eine Wunder/Wu		Erhörung	erhören	17(5|6|7|8|9).	17..	b			post	er	
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: ungeachtet verſichert , daß dein Gebeth	daß	dein	Gebeth	Erhoͤrung	 finden/finden werde/werden ./. Und/und wie/wie ſol/sollen das/die zu		Erhörung	erhören	17(5|6|7|8|9).	17..					er	
text_name campe_theophron01_1783	text_texttype Gebrauchsliteratur	1783	: htlicher Hofnung einer gnaͤdigen	Hofnung	einer	gnaͤdigen	Erhoͤrung	 ,/, Seegen/Segen und/und Gedeien/Gedeihen von/von dem/d Gott/Gott erb		Erhörung	erhören	17(5|6|7|8|9).	17..	u		gnädig		er	
text_name schmolck_sabbath_1712	text_texttype Belletristik	1712	: Eſus Nahmen halt ich an  Biß ich	an	Biß	ich	Erhoͤrung	 finden/finden kan/können ./. Verſtelle/verstellen dich/du nur/nur w		Erhörung	erhören	17(0|1|2|3|4).	17..					er	
text_name oa_jubilaeum_1640	text_texttype Wissenschaft	1640	:  at . Zvving. p . 3712 . &c .	.	&c	.	Erinnerung	 an/an die/d Herren/Herr Buchdrucker/Buchdrucker ./. AVff/Avff /// auf		Erinnerung	erinnern	16(0|1|2|3|4).	16..					er	
text_name liliencron_adjutantenritte_1883	text_texttype Belletristik	1883	: r Oberſt A. v. Schell zugeeignet . (	zugeeignet	.	(	Erinnerungen	 aus/aus einer/eine Januarſchlacht/Januarschlacht )/) ./. Zu/zu ſpä		Erinnerung	erinnern	18(5|6|7|8|9).	18..					er	
text_name ferdinand_copia_1621	text_texttype Gebrauchsliteratur	1621	: nemmens  warhafftige  begründte	nemmens	warhafftige	begründte	erinnerung	 vnd/und wissen/wissen empfahet/empfangen /// warumb/warum Wir/wir dar		Erinnerung	erinnern	16(0|1|2|3|4).	16..			begründet		er	
text_name kunckel_glasmacher_1679	text_texttype Wissenschaft	1679	: chen Obſervationen und curieuſen	Obſervationen	und	curieuſen	Erinnerungen	 /// verfaſſet/verfassen von/von Johann/Johann Kunckeln/Kunckeln ./.		Erinnerung	erinnern	16(5|6|7|8|9).	16..			kurios		er	
text_name spielhagen_problematische04_1861	text_texttype Belletristik	1861	:  ſchöner und herrlicher in Deiner	herrlicher	in	Deiner	Erinnerung	 fort/fort ./. Die/d Schatten/Schatten der/d lieben/lieb Todten/Tote u		Erinnerung	erinnern	18(5|6|7|8|9).	18..	gen			pre	er	
text_name pfizer_einheit_1849	text_texttype Gebrauchsliteratur	1849	: urchdrungen und gehoben iſt von den	iſt	von	den	Erinnerungen	 ,/, vom/vom Bewußtſeyn/Bewußtsein des/d preußiſchen/preußisch K		Erinnerung	erinnern	18(0|1|2|3|4).	18..	b				er	
text_name goethe_faustfragment_1790	text_texttype Belletristik	1790	: in Weib ſo zu verlaſſen ! Ach die	!	Ach	die	Erinnerung	 tödtet/töten mich/ich ./. Vergäb’/vergeben ſie/sie mir/ich nur/		Erinnerung	erinnern	17(5|6|7|8|9).	17..	b				er	
text_name moerike_nolten01_1832	text_texttype Belletristik	1832	: och an keine Ruhe denken konnte . Die	konnte	.	Die	Erinnerung	 an/an eine/eine bedeutende/bedeutend Vergangenheit/Vergangenheit ,/, 		Erinnerung	erinnern	18(0|1|2|3|4).	18..	b				er	
text_name moerike_nolten01_1832	text_texttype Belletristik	1832	: ärtig Glück , ja daß mir ſelbſt die	mir	ſelbſt	die	Erinnerung	 an/an dieſe/diese außerordentliche/außerordentlich Zeit/Zeit entri		Erinnerung	erinnern	18(0|1|2|3|4).	18..	b				er	
text_name paul_titan03_1802	text_texttype Belletristik	1802	: egen ſie hinſchritt und durch die	und	durch	die	Erinnerung	 gleichzeitiger/gleichzeitig Himmel/Himmel mehr/mehr erbittert/erbitte		Erinnerung	erinnern	18(0|1|2|3|4).	18..	b				er	
text_name unzer_erstegruende_1771	text_texttype Wissenschaft	1771	:  ohne Vorſtellungen bey allen . Die	allen	.	Die	Erinnerung	 einer/eine Empfindung/Empfindung ,/, die/die ein/eine Kind/Kind ehema		Erinnerung	erinnern	17(5|6|7|8|9).	17..	b			post	er	
text_name bierbaum_stilpe_1897	text_texttype Belletristik	1897	: enke doch : Dieſer Himmel ! Dieſe	Himmel	!	Dieſe	Erinnerungen	 !/! Und/und :/: Dieſe/diese Weiber/Weib !/! Ich/ich ſage/sagen Dir/		Erinnerung	erinnern	18(5|6|7|8|9).	18..	dies				er	
text_name bierbaum_stilpe_1897	text_texttype Belletristik	1897	:  hatten eine große Scheu vor dieſen	Scheu	vor	dieſen	Erinnerungen	 ./. Sie/sie hatten/haben ſie/sie verſchloſſen/verschließen ,/, u		Erinnerung	erinnern	18(5|6|7|8|9).	18..	dies				er	
text_name obrecht_secreta_1617	text_texttype Gebrauchsliteratur	1617	: ſten Oberkeit wehren  ohn einige	wehren	ohn	einige	Erjnnerung	 eingedenck/eingedenk geweſen/sein /// vnnd/und deroſelben/dieselbe 		Erinnerung	erinnern	16(0|1|2|3|4).	16..	other				er	
text_name fontane_kinderjahre_1894	text_texttype Belletristik	1894	:  gelandet und nahm , in freundlicher	0	in	freundlicher	Erinnerung	 an/an die/d im/im Krause’schen/krausesch Hause/Haus verlebten/verle		Erinnerung	erinnern	18(5|6|7|8|9).	18..		in	freundlich		er	
text_name humboldt_kosmos02_1847	text_texttype Wissenschaft	1847	:  Gegenwart nur in der geschichtlichen	in	der	geschichtlichen	Erinnerung	 auftritt/auftreten ./. Wie/wie in/in allen/alle irdischen/irdisch Din		Erinnerung	erinnern	18(0|1|2|3|4).	18..			geschichtlich		er	
text_name stifter_nachsommer03_1857	text_texttype Belletristik	1857	:  nicht wichtig ſind ; aber es gibt	aber	es	gibt	Erinnerungen	 ,/, die/die ,/, wie/wie unbedeutende/unbedeutend Gegenſtände/Gegens		Erinnerung	erinnern	18(5|6|7|8|9).	18..					er	
text_name sandrart_iconologia_1680	text_texttype Wissenschaft	1680	:  ihre Academien  dardurch diese gute	dardurch	diese	gute	Erinnerung	 zu/zu geben/geben /// daß/daß die/d /// so/so allda/allda studierte		Erinnerung	erinnern	16(5|6|7|8|9).	16..	dies		gut		er	
text_name justi_velazquez01_1888	text_texttype Wissenschaft	1888	: ig Pabst Pius V liebte die heidnischen	liebte	die	heidnischen	Erinnerungen	 und/und Bildwerke/Bildwerk nicht/nicht und/und wollte/wollen das/d he		Erinnerung	erinnern	18(5|6|7|8|9).	18..	b		heidnisch		er	
text_name lucius_warnung_1747	text_texttype Gebrauchsliteratur	1747	: oͤhnen , daß ſie alle heylſame	ſie	alle	heylſame	Erinnerungen	 und/und Beſtraffungen/Bestrafung ,/, wenn/wenn ſie/sie auch/auch nu		Erinnerung	erinnern	17(0|1|2|3|4).	17..	other				er	
text_name fontane_kinderjahre_1894	text_texttype Belletristik	1894	: Stadtschule . Nur wenig ist mir davon in	mir	davon	in	Erinnerung	 geblieben/bleiben :/: eine/eine große/groß Stube/Stube mit/mit eine		Erinnerung	erinnern	18(5|6|7|8|9).	18..					er	
text_name loehe_predigt_1873	text_texttype Gebrauchsliteratur	1873	:  die Seelen hat ; – ich will in	ich	will	in	Erinnerung	 des/d Wortes/Wort handeln/handeln :/: „/" Ihr/sie sollt/sollen die/		Erinnerung	erinnern	18(5|6|7|8|9).	18..		in		post	er	
text_name schauberg_freimaurerei02_1861	text_texttype Gebrauchsliteratur	1861	: es Anlegen der Schlangen erfolgt in	Schlangen	erfolgt	in	Erinnerung	 der/d wunderbaren/wunderbar Geschichte/Geschichte des/d Erichthonios/		Erinnerung	erinnern	18(5|6|7|8|9).	18..		in		post	er	
text_name jahn_rede_1849	text_texttype Gebrauchsliteratur	1849	: nd Utz waren ihm noch aus jugendlichen	noch	aus	jugendlichen	Erinnerungen	 geläufig/geläufig ./. Auch/auch der/d altdeutschen/altdeutsch Poesi		Erinnerung	erinnern	18(0|1|2|3|4).	18..		aus	jugendlich		er	
text_name knigge_umgang02_1788	text_texttype Gebrauchsliteratur	1788	: ch ; ſo bedarf es wohl keiner	es	wohl	keiner	Erinnerung	 ,/, daß/daß man/man ſich/sich huͤten/hüten muͤſſe/müssen ,/,		Erinnerung	erinnern	17(5|6|7|8|9).	17..	other				er	
